flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp
IBB469,ATR-42/72,2018-04-14,11:20,LANZAROTE,ACE,2,El vuelo ha despegado a las 11:20,15,22,Nubes Altas,M3 - M4,P3,2018-04-14,12:10,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 12:08,17,22,Despejado,1,2,2018-04-14 14:35:30
IBE8204,CANADAIR CRJ-900,2018-04-14,10:35,SANTIAGO,SCQ,-,Cancelado,9,15,Nubosidad Variable, - , - ,2018-04-14,12:15,TENERIFE NORTE,TFN,-,Cancelado,17,22,Despejado,-, - ,2018-04-14 14:35:33
IBE8098,BOMBARDIER CRJ-1000,2018-04-14,10:30,VALENCIA,VLC,1,El vuelo ha despegado a las 10:28,10,18,Nubosidad Variable,1 - 4,R58,2018-04-14,12:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 12:10,17,22,Despejado,1,1,2018-04-14 14:35:34
IBS3874,AIRBUS A320,2018-04-14,11:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 11:41,5,17,Nubosidad Variable,810 - 859,K68,2018-04-14,12:45,SANTIAGO,SCQ,T,El vuelo ha aterrizado a las 12:44,9,15,Nubosidad Variable,B,2,2018-04-14 14:35:27
IBB120,ATR-42/72,2018-04-14,11:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 10:59,17,22,Despejado,21 - 26,3,2018-04-14,11:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 11:39,17,21,Nubes Altas,01,11,2018-04-14 14:35:36
IBB152,ATR-72,2018-04-14,11:10,TENERIFE SUR,TFS,T,El vuelo ha despegado a las 11:10,17,22,Despejado,36 - ,26,2018-04-14,11:45,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 11:41,17,21,Nubes Altas,01,12,2018-04-14 14:35:39
IBB211,ATR-72,2018-04-14,11:10,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 11:05,16,22,Nubes Altas,36 - 37,6,2018-04-14,11:50,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 11:47,17,21,Nubes Altas,01,13,2018-04-14 14:35:40
IBB110,ATR-42/72,2018-04-14,11:30,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 11:30,17,22,Despejado,21 - 26,1,2018-04-14,12:00,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 12:07,17,21,Nubes Altas,01,11,2018-04-14 14:35:42
VLG3068,AIRBUS A320,2018-04-14,11:05,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 11:04,11,21,Despejado,307 - 308,D66,2018-04-14,12:25,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 12:14,17,21,Nubes Altas,01,16,2018-04-14 14:35:47
CNF810,ATR-42/72,2018-04-14,11:50,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 11:45,16,22,Nubes Altas,39 - 39,18,2018-04-14,12:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 12:21,17,21,Nubes Altas,01,12,2018-04-14 14:35:52
VLG1341,32A,2018-04-14,12:00,MENORCA,MAH,1,El vuelo ha despegado a las 11:52,12,14,Lluvia Moderada,27 - 28,02,2018-04-14,13:15,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 12:58,10,22,Nubosidad Variable,NT1,8B,2018-04-14 14:35:37
AEA9463,ATR-72,2018-04-14,11:20,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 11:17,17,22,Despejado,14 - 14,2,2018-04-14,11:55,LA PALMA,SPC,N,El vuelo ha aterrizado a las 11:54,17,21,Nubes Altas,LLNT,2,2018-04-14 14:35:41
IBB619,ATR-72,2018-04-14,11:30,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 11:33,17,22,Despejado,21 - 26,4A,2018-04-14,12:00,LA PALMA,SPC,N,El vuelo ha aterrizado a las 12:03,17,21,Nubes Altas,LLNT,4,2018-04-14 14:35:42
IBE0555,AIRBUS A319,2018-04-14,13:45,SANTANDER-SEVE BALLESTEROS,SDR,N,El vuelo ha despegado a las 13:37,9,16,Despejado,7 - 8,2,2018-04-14,15:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 14:36,5,17,Nubosidad Variable,10,16,2018-04-14 15:36:03
IBE0533,AIRBUS A319,2018-04-14,13:35,VIGO,VGO,1,El vuelo ha despegado a las 13:32,6,16,Nubosidad Variable,06 - 08,3,2018-04-14,14:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 14:28,5,17,Nubosidad Variable,10,18,2018-04-14 15:36:06
IBB133,ATR-72,2018-04-14,12:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 12:07,17,21,Nubes Altas,103 - 108,A09,2018-04-14,12:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 12:41,17,22,Despejado,1,3,2018-04-14 15:36:06
IBS3932,AIRBUS A320,2018-04-14,11:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 11:03,5,17,Nubosidad Variable,810 - 859,J58,2018-04-14,13:00,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 12:32,17,22,Despejado,1,5,2018-04-14 15:36:07
AEA9464,ATR-72,2018-04-14,12:25,LA PALMA,SPC,N,El vuelo ha despegado a las 12:18,17,21,Nubes Altas,14 - 14,4,2018-04-14,13:00,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 12:54,17,22,Despejado,1,2,2018-04-14 15:36:09
VLG3905,32A,2018-04-14,13:30,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 13:48,11,15,Lluvia Moderada,058 - 060,D83,2018-04-14,14:25,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 14:32,13,17,Lluvia,T1_G,07,2018-04-14 15:36:07
RYR5469,BOEING 737-800 WINGLETS,2018-04-14,13:00,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 12:48,16,22,Nubes Altas,15 - 17,1,2018-04-14,16:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,1,Llegada prevista a las 16:17,5,17,Nubosidad Variable,02,12,2018-04-14 15:36:12
AEA2057,AIRBUS A330-200,2018-04-14,12:00,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 12:10,13,17,Lluvia,709 - 714,B49,2018-04-14,13:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha aterrizado a las 13:33,5,17,Nubosidad Variable,06,18,2018-04-14 15:36:33
AEA7158,EMBRAER ERJ-195,2018-04-14,12:30,BILBAO,BIO,O,El vuelo ha despegado a las 12:50,10,19,Nubosidad Variable,23 - 24,4,2018-04-14,13:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha aterrizado a las 13:41,5,17,Nubosidad Variable,06,14,2018-04-14 15:36:34
IBE8809,BOMBARDIER CRJ-1000,2018-04-14,13:50,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 13:44,11,21,Despejado,303 - 304,D61,2018-04-14,15:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 14:53,5,17,Nubosidad Variable,10,19,2018-04-14 15:36:12
AAL8524,BOMBARDIER CRJ-1000,2018-04-14,13:55,VALENCIA,VLC,1,El vuelo ha despegado a las 14:20,10,18,Nubosidad Variable,1 - 4,R52,2018-04-14,14:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 15:20,5,17,Nubosidad Variable,10,19,2018-04-14 15:36:11
IBE8983,ATR-72,2018-04-14,14:40,VALENCIA,VLC,1,El vuelo ha despegado a las 14:45,10,18,Nubosidad Variable,1 - 4,R57,2018-04-14,15:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado,5,17,Nubosidad Variable,10,19,2018-04-14 15:36:19
IBS3875,AIRBUS A320,2018-04-14,13:20,SANTIAGO,SCQ,T,El vuelo ha despegado a las 13:35,9,15,Nubosidad Variable,5 - 8,6,2018-04-14,14:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 14:37,5,17,Nubosidad Variable,10,15,2018-04-14 15:36:04
IBE8910,BOMBARDIER CRJ-1000,2018-04-14,12:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 12:22,5,17,Nubosidad Variable,810 - 859,K88,2018-04-14,13:35,IBIZA,IBZ,1,El vuelo ha aterrizado a las 13:34,12,16,Llovizna,02,02,2018-04-14 15:36:34
VLG3971,32A,2018-04-14,11:45,A CORUÑA,LCG,1,El vuelo ha despegado a las 11:52,10,17,Nubosidad Variable,6 - 7,4,2018-04-14,13:35,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 13:33,11,15,Lluvia Moderada,NT,15,2018-04-14 15:36:35
VLG2432,AIRBUS A320,2018-04-14,12:10,SEVILLA,SVQ,1,El vuelo ha despegado a las 12:13,6,19,Nubes Altas,M26 - M33,4,2018-04-14,13:45,MENORCA,MAH,1,El vuelo ha aterrizado a las 13:44,12,14,Lluvia Moderada,1,06,2018-04-14 15:36:37
IBB508,ATR-72,2018-04-14,12:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 11:59,17,21,Nubes Altas,103 - 108,A15,2018-04-14,12:45,LANZAROTE,ACE,4,El vuelo ha aterrizado a las 12:44,15,22,Nubes Altas,4,C2,2018-04-14 15:36:35
IBS3856,AIRBUS A320,2018-04-14,11:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 11:24,5,17,Nubosidad Variable,810 - 859,K62,2018-04-14,13:05,LANZAROTE,ACE,1,El vuelo ha aterrizado a las 12:41,15,22,Nubes Altas,1,2,2018-04-14 15:36:37
IBE8974,BOMBARDIER CRJ-1000,2018-04-14,12:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 13:01,5,17,Nubosidad Variable,810 - 859,K94,2018-04-14,13:20,VALENCIA,VLC,1,El vuelo ha aterrizado a las 13:53,10,18,Nubosidad Variable,2,5,2018-04-14 15:36:40
AEA2674,BOEING 737-800 WINGLETS,2018-04-14,12:55,BILBAO,BIO,O,El vuelo ha despegado a las 12:44,10,19,Nubosidad Variable,21 - 22,3,2018-04-14,14:10,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 13:50,10,22,Nubosidad Variable,NT1,9B,2018-04-14 15:36:48
RYR3064,BOEING 737-800 WINGLETS,2018-04-14,09:35,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 09:36,17,22,Despejado,4 - 4,13,2018-04-14,14:00,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha aterrizado a las 13:53,13,17,Lluvia,B,22,2018-04-14 15:36:57
VLG2125,32B,2018-04-14,12:05,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 12:09,13,17,Lluvia,501 - 514,B26,2018-04-14,13:50,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha aterrizado a las 13:38,11,21,Despejado,3,36,2018-04-14 15:36:42
RYR5273,BOEING 737-800 WINGLETS,2018-04-14,12:25,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 12:22,11,15,Lluvia Moderada,002 - 007,D88,2018-04-14,14:05,SEVILLA,SVQ,1,El vuelo ha aterrizado a las 13:51,6,19,Nubes Altas,B,6,2018-04-14 15:36:35
IBB132,ATR-42/72,2018-04-14,12:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 12:02,17,22,Despejado,21 - 26,3,2018-04-14,12:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 12:46,17,21,Nubes Altas,01,11,2018-04-14 15:36:43
AEA9448,ATR-72,2018-04-14,11:45,LANZAROTE,ACE,2,El vuelo ha despegado a las 11:40,15,22,Nubes Altas,M1 - ,P4,2018-04-14,12:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 12:34,17,21,Nubes Altas,01,13,2018-04-14 15:36:45
IBS3857,AIRBUS A320,2018-04-14,13:40,LANZAROTE,ACE,1,El vuelo ha despegado a las 13:30,15,22,Nubes Altas,15 - 17,5,2018-04-14,17:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 16:54,5,17,Nubosidad Variable,10,15,2018-04-14 15:54:40
IBE8577,CANADAIR CRJ-200,2018-04-14,14:00,ALMERIA,LEI,1,El vuelo ha despegado a las 14:00,8,20,Despejado,19 - 21,3,2018-04-14,15:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 14:51,5,17,Nubosidad Variable,10,19,2018-04-14 15:54:37
IBE8264,ATR-72,2018-04-14,13:45,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 13:45,11,21,Despejado,303 - 304,D65,2018-04-14,14:35,MELILLA,MLN,T,El vuelo ha aterrizado a las 14:23,12,19,Despejado,SLL,2,2018-04-14 15:54:53
IBE8645,BOMBARDIER CRJ-1000,2018-04-14,13:50,GRANADA-JAÉN F.G.L.,GRX,1,El vuelo ha despegado a las 13:57,5,19,Nubosidad Variable,05 - 06,2,2018-04-14,14:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 14:55,5,17,Nubosidad Variable,10,19,2018-04-14 15:54:36
RYR7217,BOEING 737-800 WINGLETS,2018-04-14,13:30,IBIZA,IBZ,1,El vuelo ha despegado a las 13:35,12,16,Llovizna,21 - 26,16,2018-04-14,14:15,VALENCIA,VLC,1,El vuelo ha aterrizado a las 14:11,10,18,Nubosidad Variable,3,9,2018-04-14 15:54:40
IBE8911,BOMBARDIER CRJ-1000,2018-04-14,14:10,IBIZA,IBZ,1,El vuelo ha despegado a las 14:06,12,16,Llovizna,60 - 64,07,2018-04-14,15:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 15:08,5,17,Nubosidad Variable,10,19,2018-04-14 15:54:35
AEA6024,EMBRAER ERJ-195,2018-04-14,14:50,IBIZA,IBZ,1,El vuelo ha despegado a las 14:50,12,16,Llovizna,42 - 43,02,2018-04-14,16:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha aterrizado,5,17,Nubosidad Variable,06,18,2018-04-14 15:54:50
IBS3949,AIRBUS A320,2018-04-14,13:05,SEVILLA,SVQ,1,El vuelo ha despegado a las 12:59,6,19,Nubes Altas,M18 - M20,8,2018-04-14,14:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 13:55,5,17,Nubosidad Variable,10,13,2018-04-14 15:55:09
EVE1123,32A,2018-04-14,12:50,ALICANTE-ELCHE,ALC,N,El vuelo ha despegado a las 12:57,10,22,Nubosidad Variable,19 - 21,C43,2018-04-14,14:20,VIGO,VGO,1,El vuelo ha aterrizado a las 14:37,6,16,Nubosidad Variable,S1,3,2018-04-14 15:54:56
VLG2209,32A,2018-04-14,14:50,SEVILLA,SVQ,1,El vuelo ha despegado a las 14:58,6,19,Nubes Altas,M26 - M33,3,2018-04-14,16:15,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 16:22,13,17,Lluvia,T1_G,08,2018-04-14 15:54:42
IBS9529,AIRBUS A320,2018-04-14,15:45,SEVILLA,SVQ,1,El vuelo ha despegado a las 15:37,6,19,Nubes Altas,M18 - M20,8,2018-04-14,17:15,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 17:14,11,15,Lluvia Moderada,NT,12,2018-04-14 15:54:54
RYR2593,BOEING 737-800 WINGLETS,2018-04-14,12:55,MALAGA-COSTA DEL SOL,AGP,2,El vuelo ha despegado a las 13:11,11,21,Despejado,221 - 227,B30,2018-04-14,14:35,SANTANDER-SEVE BALLESTEROS,SDR,N,El vuelo ha aterrizado a las 14:50,9,16,Despejado,01,1,2018-04-14 15:54:58
RYR2054,BOEING 737-800 WINGLETS,2018-04-14,14:15,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 14:14,11,15,Lluvia Moderada,002 - 007,D94,2018-04-14,15:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,1,El vuelo ha aterrizado a las 15:33,5,17,Nubosidad Variable,02,13,2018-04-14 15:55:02
VLG2286,BOEING 737-800 WINGLETS,2018-04-14,12:25,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 13:01,13,17,Lluvia,501 - 514,A17,2018-04-14,14:10,JEREZ DE LA FRONTERA,XRY,T,El vuelo ha aterrizado a las 14:35,7,20,Nubosidad Variable,1A,2,2018-04-14 15:54:59
IBS3906,AIRBUS A321,2018-04-14,11:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 11:30,5,17,Nubosidad Variable,810 - 859,J42,2018-04-14,13:10,FUERTEVENTURA,FUE,1,El vuelo ha aterrizado a las 12:56,16,22,Nubes Altas,A,3,2018-04-14 15:54:39
IBB416,ATR-42/72,2018-04-14,12:35,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 12:32,17,22,Despejado,21 - 26,4,2018-04-14,13:25,FUERTEVENTURA,FUE,1,El vuelo ha aterrizado a las 13:21,16,22,Nubes Altas,A,14,2018-04-14 15:54:41
VLG3261,32A,2018-04-14,10:20,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 10:17,17,22,Despejado,11 - 12,5,2018-04-14,14:15,BILBAO,BIO,O,El vuelo ha aterrizado a las 14:18,10,19,Nubosidad Variable,N,5,2018-04-14 15:55:02
VLG2615,32A,2018-04-14,13:20,JEREZ DE LA FRONTERA,XRY,T,El vuelo ha despegado a las 13:21,7,20,Nubosidad Variable,10 - 9,2,2018-04-14,14:55,BILBAO,BIO,O,El vuelo ha aterrizado a las 14:52,10,19,Nubosidad Variable,N,3,2018-04-14 15:55:05
VLG1401,AIRBUS A320,2018-04-14,14:00,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 14:13,13,17,Lluvia,403 - 403,A12,2018-04-14,15:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 15:32,5,17,Nubosidad Variable,10,14,2018-04-14 15:55:02
IBS3823,AIRBUS A320,2018-04-14,14:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 13:54,17,21,Nubes Altas,206 - 208,C03,2018-04-14,17:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 17:26,5,17,Nubosidad Variable,10,15,2018-04-14 15:55:01
VLG1579,AIRBUS A320,2018-04-14,12:50,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 13:00,13,17,Lluvia,501 - 514,B52,2018-04-14,14:25,ASTURIAS,OVD,1,El vuelo ha aterrizado a las 14:24,5,18,Nubosidad Variable,SC,3,2018-04-14 15:55:01
VLG3510,32A,2018-04-14,12:45,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 13:27,13,17,Lluvia,501 - 514,B25,2018-04-14,13:45,IBIZA,IBZ,1,El vuelo ha aterrizado a las 14:18,12,16,Llovizna,02,03,2018-04-14 15:55:09
IBE8679,BOMBARDIER CRJ-1000,2018-04-14,12:10,SANTIAGO,SCQ,T,El vuelo ha despegado a las 12:30,9,15,Nubosidad Variable,5 - 8,5,2018-04-14,13:50,IBIZA,IBZ,1,El vuelo ha aterrizado a las 14:04,12,16,Llovizna,02,04,2018-04-14 15:55:09
AEA6025,EMBRAER ERJ-195,2018-04-14,12:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 12:49,5,17,Nubosidad Variable,505 - 520,E70,2018-04-14,14:00,IBIZA,IBZ,1,El vuelo ha aterrizado a las 14:00,12,16,Llovizna,02,02,2018-04-14 15:55:10
AEA1706,ATR-72,2018-04-14,13:25,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 13:19,11,15,Lluvia Moderada,086 - 091,B30,2018-04-14,14:05,IBIZA,IBZ,1,El vuelo ha aterrizado a las 14:06,12,16,Llovizna,02,01,2018-04-14 15:55:14
VLG3140,AIRBUS A320,2018-04-14,12:05,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 12:09,11,21,Despejado,307 - 309,D42,2018-04-14,13:15,LANZAROTE,ACE,1,El vuelo ha aterrizado a las 13:13,15,22,Nubes Altas,1,4,2018-04-14 15:55:12
IBB454,ATR-42/72,2018-04-14,12:50,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 12:50,17,22,Despejado,21 - 26,1,2018-04-14,13:40,LANZAROTE,ACE,4,El vuelo ha aterrizado a las 13:43,15,22,Nubes Altas,4,C2,2018-04-14 15:55:13
CNF729,ATR-72,2018-04-14,12:55,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 12:52,17,21,Nubes Altas,116 - 116,A07,2018-04-14,13:40,LANZAROTE,ACE,4,El vuelo ha aterrizado a las 13:40,15,22,Nubes Altas,4,C1,2018-04-14 15:55:15
AEA7116,BOEING 737-800 WINGLETS,2018-04-14,12:10,SANTIAGO,SCQ,T,El vuelo ha despegado a las 12:00,9,15,Nubosidad Variable,14 - 16,6,2018-04-14,13:50,LANZAROTE,ACE,1,El vuelo ha aterrizado a las 13:21,15,22,Nubes Altas,1,1,2018-04-14 15:55:16
VLG3937,AIRBUS A320,2018-04-14,13:55,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 13:53,11,15,Lluvia Moderada,058 - 060,C48,2018-04-14,15:00,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 14:40,10,22,Nubosidad Variable,NT1,10A,2018-04-14 15:55:25
IBS3910,32A,2018-04-14,11:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 11:34,5,17,Nubosidad Variable,810 - 859,J41,2018-04-14,13:30,TENERIFE SUR,TFS,A,El vuelo ha aterrizado a las 13:18,17,22,Despejado,A,A6,2018-04-14 15:55:13
IBB620,ATR-72,2018-04-14,12:30,LA PALMA,SPC,N,El vuelo ha despegado a las 12:27,17,21,Nubes Altas,01 - 02,5,2018-04-14,13:00,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 13:03,17,22,Despejado,1,1,2018-04-14 15:55:18
IBB145,ATR-72,2018-04-14,13:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 12:57,17,21,Nubes Altas,103 - 108,A05,2018-04-14,13:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 13:35,17,22,Despejado,1,2,2018-04-14 15:55:20
VLG3254,AIRBUS A320,2018-04-14,12:30,SEVILLA,SVQ,1,El vuelo ha despegado a las 12:29,6,19,Nubes Altas,M26 - M33,6,2018-04-14,13:45,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 13:33,17,22,Despejado,1,1,2018-04-14 15:55:20
VLG2021,AIRBUS A320,2018-04-14,12:35,GRANADA-JAÉN F.G.L.,GRX,1,El vuelo ha despegado a las 12:43,5,19,Nubosidad Variable,07 - 08,3,2018-04-14,13:55,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 13:57,13,17,Lluvia,T1_G,04,2018-04-14 15:55:27
AEA6060,BOEING 737-800 WINGLETS,2018-04-14,13:30,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 13:41,11,15,Lluvia Moderada,086 - 091,D86,2018-04-14,14:20,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 14:38,13,17,Lluvia,T1_G,03,2018-04-14 15:55:38
RYR2896,BOEING 737-800 WINGLETS,2018-04-14,12:50,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 13:46,13,17,Lluvia,B65 - B71,R14,2018-04-14,13:50,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 14:49,11,15,Lluvia Moderada,NT,18,2018-04-14 15:55:20
AEA5200,EMBRAER ERJ-195,2018-04-14,12:45,GRANADA-JAÉN F.G.L.,GRX,1,El vuelo ha despegado a las 13:05,5,19,Nubosidad Variable,03 - 04,1,2018-04-14,14:00,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 14:20,11,15,Lluvia Moderada,NT,04,2018-04-14 15:55:21
AEA9402,ATR-72,2018-04-14,12:10,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 12:36,17,22,Despejado,14 - 14,4B,2018-04-14,12:40,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 13:13,17,21,Nubes Altas,01,13,2018-04-14 15:55:22
IBB207,ATR-72,2018-04-14,12:40,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 12:35,16,22,Nubes Altas,36 - 37,6,2018-04-14,13:20,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 13:20,17,21,Nubes Altas,01,11,2018-04-14 15:55:23
IBS3822,32A,2018-04-14,11:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 11:23,5,17,Nubosidad Variable,810 - 859,H28,2018-04-14,13:25,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 13:00,17,21,Nubes Altas,01,15,2018-04-14 15:55:24
CNF722,ATR-72,2018-04-14,12:50,LANZAROTE,ACE,2,The flight took off at 12:48,15,22,Nubes Altas,M6 - ,P4,2018-04-14,13:35,GRAN CANARIA,LPA,-,The flight landed at 13:37,17,21,Nubes Altas,01,13,2018-04-14 15:55:25
IBB513,ATR-42/72,2018-04-14,13:10,LANZAROTE,ACE,2,El vuelo ha despegado a las 13:09,15,22,Nubes Altas,M3 - M4,P3,2018-04-14,13:55,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 13:50,17,21,Nubes Altas,01,11,2018-04-14 15:55:32
IBS3830,AIRBUS A321,2018-04-14,12:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 12:09,5,17,Nubosidad Variable,810 - 859,K82,2018-04-14,14:20,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 13:45,17,21,Nubes Altas,01,15,2018-04-14 15:55:35
IBB621,ATR-42/72,2018-04-14,13:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 13:00,17,22,Despejado,21 - 26,4B,2018-04-14,13:30,LA PALMA,SPC,N,El vuelo ha aterrizado a las 13:27,17,21,Nubes Altas,LLNT,4,2018-04-14 15:55:19
IBS3842,AIRBUS A320,2018-04-14,11:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 11:53,5,17,Nubosidad Variable,810 - 859,J59,2018-04-14,13:45,LA PALMA,SPC,N,El vuelo ha aterrizado a las 13:36,17,21,Nubes Altas,LLNT,3,2018-04-14 15:55:19
RYR2036,BOEING 737-800 WINGLETS,2018-04-14,12:50,VITORIA,VIT,P,El vuelo ha despegado a las 13:22,5,17,Abertura De Claros,5 - , - ,2018-04-14,14:10,SEVILLA,SVQ,1,El vuelo ha aterrizado a las 14:33,6,19,Nubes Altas,B,4,2018-04-14 15:55:20
VLG2210,32A,2018-04-14,12:35,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 12:36,13,17,Lluvia,501 - 514,B55,2018-04-14,14:15,SEVILLA,SVQ,1,El vuelo ha aterrizado a las 14:03,6,19,Nubes Altas,B,3,2018-04-14 15:55:21
